mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.537521600723267,0.48703662949950444,0.05701947212219238,0.009090112163348851,0.05,2,50,200,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9073139150013312,0.9143706289912199,0.9159651368503123,0.9125498936142877,0.0037591858918903575,131
7.83700434366862,0.5790681410010483,0.0651694933573405,0.0069311627618239054,0.05,2,50,300,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9124868467465179,0.9200742988808641,0.9226802569126389,0.9184138008466736,0.004323913581842063,99
9.181836048762003,0.31156546201966157,0.06301633516947429,0.003545526103839068,0.05,2,50,300,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.9121755834291971,0.9188305090968711,0.9239361616781092,0.9183140847347259,0.004815102683471307,100
3.669200340906779,0.09972256328997099,0.05425413449605306,0.0069449047021275905,0.05,3,10,100,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.9108818488149176,0.9173170023647986,0.9187696961701405,0.9156561824499523,0.0034276596551181295,113
4.179335435231526,0.17239606361458995,0.048319339752197266,0.0012472962245841874,0.05,3,10,100,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.9118959815667902,0.9164057321800636,0.9182490457589981,0.915516919835284,0.0026686884039109505,116
7.327984094619751,0.6959876763584326,0.06200949350992838,0.005376270489469332,0.05,3,10,200,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9198989717162128,0.9265663835914584,0.9297155372363468,0.925393630848006,0.0040924932417559495,67
8.876668055852255,0.9514331813847549,0.0733176867167155,0.007836550567702145,0.05,3,10,200,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9214725311608917,0.9230587997811347,0.9288641040771927,0.9244651450064064,0.0031772307348519567,75
11.359379768371582,0.326437362023035,0.0826578934987386,0.008359956346675652,0.05,3,10,300,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9234420817599847,0.9302369570041902,0.9356136172256027,0.9297642186632592,0.0049802396228788605,50
12.716103394826254,0.2724116589183048,0.07530466715494792,0.007618887158578977,0.05,3,10,300,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.9242195711493093,0.9297350560534101,0.9359718847292321,0.9299755039773171,0.004800873533243218,49
3.6036927700042725,0.0810869064385847,0.05299584070841471,0.005890443394553048,0.05,3,20,100,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__min_samples_leaf': 20, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.9121598270244045,0.9172011333314406,0.9174293314934889,0.915596763949778,0.002432066360393653,114
